VPTREE,EUCLIDEANDISTANCE,MAXVARIANCE,4490,224311
k,time,count
5,219933,322
5,1698683,2233
5,225040,322
5,222431,322
5,230156,322
5,222688,322
5,222728,323
5,476931,639
5,630610,954
5,466415,638
5,970924,1277
5,233694,322
5,620814,964
5,488266,639
5,235755,322
5,444022,638
5,482340,638
5,236898,322
5,926354,1279
5,439662,643
5,236166,322
5,588818,964
5,581078,964
5,441790,643
5,915462,1275
5,3339823,4449
5,655230,964
5,627490,963
5,246718,323
5,644747,962
5,465955,644
5,422771,644
5,422202,644
5,676979,958
5,481215,642
5,482663,644
5,244143,322
5,218269,322
5,218382,322
5,676882,958
5,219789,323
5,646124,958
5,1908110,2550
5,2104281,2867
5,252401,323
5,633618,962
5,246856,322
5,220921,322
5,221334,322
5,643015,954
5,488722,640
5,430744,640
5,619061,958
5,3773525,5091
5,3042626,4135
5,244690,322
5,488521,638
5,440796,639
5,214917,322
5,2046623,2864
5,475928,642
5,423410,642
5,620543,958
5,453236,638
5,455664,639
5,2147115,3183
5,1282776,1911
5,462175,643
5,2176469,3180
5,504401,638
5,475009,642
5,4214638,6041
5,1147805,1595
5,6572164,8908
5,2567476,3821
5,462639,642
5,701786,955
5,481189,640
5,3611662,4767
5,253747,323
5,2392246,3499
5,1911882,2543
5,955308,1275
5,474105,642
5,472820,638
5,668961,955
5,3367125,4449
5,7599447,10803
5,257535,322
5,963037,1279
5,256423,323
5,2616535,3812
5,478712,642
5,452409,642
5,215205,322
5,216830,322
5,215569,322
5,692842,955
5,233588,323
5,1362740,1916
5,460903,642
5,214801,322
5,438224,642
5,1059905,1595
5,438625,642
5,1116023,1596
5,673879,954
5,246824,322
5,460012,642
5,435832,642
5,214029,322
5,219352,322
5,434096,642
5,688715,954
5,431404,642
5,428012,642
5,429757,642
5,901086,1278
5,597032,954
5,1130275,1594
5,1054214,1600
5,225993,322
5,472455,638
5,435728,642
5,243223,322
5,234680,323
5,5046907,7627
5,499243,638
5,484871,638
5,3667447,5089
5,1900010,2547
5,499509,638
5,4324261,6048
5,894752,1275
5,481013,641
5,495047,639
5,874495,1273
5,4051982,5719
5,3609045,5081
5,1580827,2231
5,1222935,1911
5,477757,638
5,231860,322
5,4866423,6997
5,1246434,1917
5,3142958,4135
5,1712459,2226
5,2040879,2865
5,470696,638
5,625121,957
5,1973878,2866
5,3340086,4462
5,247251,322
5,440370,638
5,3501174,4766
5,1567953,2235
5,1339003,1906
5,953758,1281
5,252508,322
5,248053,323
5,2191190,3182
5,2075458,3182
5,4505236,6675
5,2191188,3188
5,463112,639
5,639286,959
5,1809785,2550
5,1102067,1593
5,463934,638
5,476074,639
5,480768,641
5,916858,1277
5,219933,322
5,671187,957
5,918211,1270
5,489593,638
5,237608,323
5,499922,638
5,1116985,1595
5,2591239,3817
5,7600620,10490
5,2387580,3503
5,633913,956
5,478230,638
5,1123384,1594
5,858232,1277
5,498455,643
5,1618872,2231
5,232334,323
5,240362,323
5,3222687,4135
5,2273070,3182
5,1277499,1916
5,250044,322
5,3615882,4766
5,915580,1279
5,940971,1274
5,1640911,2232
5,497380,642
5,1042613,1591
5,494251,641
5,4243425,6041
5,249115,323
5,7832099,11123
5,252247,322
5,7019229,9544
5,259713,322
5,443773,638
5,233401,323
5,475129,643
5,489283,638
5,1361824,1908
5,221134,322
5,944434,1277
5,3206138,4140
5,488954,638
5,3475668,4768
5,4106115,6042
5,475815,638
5,479462,643
5,1288654,1909
5,3203495,4141
5,1256914,1910
5,220482,322
5,481956,639
5,1181513,1590
5,223141,322
5,1100178,1592
5,452410,642
5,640720,962
5,260943,323
5,609281,957
5,4133352,5734
5,2094227,3188
5,248324,323
5,221180,323
5,473857,640
5,476021,642
5,257345,322
5,444100,638
5,1127381,1595
5,870939,1275
5,615272,960
5,268526,322
5,255425,323
5,456931,642
5,950719,1274
5,490195,638
5,4048470,4447
5,2488147,3503
5,527890,642
5,250674,322
5,248466,323
5,514251,642
5,2185172,3186
5,2274215,3182
5,4254198,5728
