VPTREE,EUCLIDEANDISTANCE,KMEDOIDS,4490,373043
k,time,count
5,491977,641
5,434846,643
5,4634105,6672
5,1640400,2230
5,481853,640
5,257484,322
5,1308652,1921
5,2534725,3818
5,254715,322
5,1048218,1592
5,963249,1278
5,1237148,1913
5,2035977,2870
5,253945,322
5,219117,322
5,502163,643
5,1972721,2862
5,2544432,3821
5,2249361,3502
5,1929838,2865
5,1185069,1594
5,254903,322
5,958474,1275
5,471207,638
5,967301,1270
5,250938,322
5,217563,322
5,2367870,3493
5,4202689,6038
5,949125,1271
5,873535,1273
5,239919,322
5,898615,1277
5,2426180,3500
5,897607,1273
5,2179709,3183
5,249764,322
5,3794715,5403
5,955693,1274
5,494634,641
5,241026,322
5,427434,638
5,1088259,1589
5,1143237,1594
5,895887,1276
5,656467,955
5,4294137,6048
5,2365861,3496
5,886929,1276
5,243506,322
5,497450,639
5,615204,955
5,4384953,6368
5,485698,640
5,1606029,2230
5,2362821,3496
5,1850762,2548
5,1788345,2555
5,257667,322
5,1790372,2551
5,2633896,3819
5,3630282,5088
5,925079,1274
5,690980,955
5,652740,962
5,1786090,2553
5,2386066,3505
5,862319,1280
5,2105807,3180
5,1768672,2550
5,516140,640
5,670970,961
5,1060659,1596
5,2039600,2870
5,909229,1276
5,2076591,2861
5,2556142,3827
5,1697932,2221
5,1776980,2548
5,250653,322
5,2095739,2867
5,1624770,2232
5,1582554,2233
5,1691810,2229
5,3495697,4768
5,1276113,1907
5,2313150,3500
5,950051,1270
5,2035877,2873
5,654282,956
5,934924,1275
5,1291643,1912
5,1092219,1593
5,640768,955
5,650935,960
5,3261681,4460
5,2048774,2864
5,1783159,2544
5,2371984,3500
5,668684,956
5,469770,638
5,621002,960
5,3115702,4143
5,1993046,2871
5,2069961,3190
5,506126,639
5,465830,638
5,425928,638
5,448771,645
5,469433,638
5,430121,638
5,228565,322
5,1074406,1600
5,496266,638
5,432726,638
5,489046,641
5,1091786,1594
5,255485,322
5,432579,638
5,1689662,2238
5,1655680,2233
5,1339626,1907
5,1783635,2546
5,259013,322
5,942062,1274
5,469048,638
5,292399,322
5,5207203,7947
5,1619499,2238
5,940602,1271
5,478868,641
5,1094011,1593
5,1312824,1905
5,478212,638
5,638302,958
5,4256115,6354
5,1255959,1919
5,454118,641
5,2477130,3492
5,4960576,7313
5,1939974,2871
5,881955,1275
5,494787,641
5,491601,639
5,2053252,2860
5,1896233,2538
5,3176033,4150
5,4169770,5720
5,983989,1273
5,3743872,5097
5,1839770,2544
5,941270,1277
5,459884,638
5,2201584,3183
5,2564850,3819
5,1965836,2864
5,1665043,2231
5,1625397,2233
5,1355244,1910
5,959817,1274
5,255864,323
5,658018,959
5,896718,1274
5,466137,638
5,471762,638
5,642020,957
5,1835150,2547
5,944458,1280
5,906958,1275
5,1742858,2225
5,4210368,6042
5,1297290,1920
5,932691,1274
5,1705893,2222
5,492424,638
5,247275,323
5,1282808,1919
5,2449624,3819
5,494364,640
5,1625097,2228
5,1295207,1906
5,902405,1277
5,3600342,4772
5,902720,1280
5,245122,322
5,657559,955
5,489083,638
5,487374,638
5,658953,960
5,1321922,1907
5,920203,1275
5,660908,955
5,629793,958
5,1642980,2231
5,923838,1271
5,246583,322
5,1145611,1595
5,243353,322
5,1122271,1592
5,1733756,2232
5,1700408,2552
5,665659,955
5,478365,638
5,1104837,1592
5,1296284,1906
5,898529,1274
5,565406,956
5,1650669,2227
5,3146855,4139
5,674930,958
5,586958,958
5,483489,640
5,953387,1270
5,637744,959
5,1106058,1592
5,2226833,3188
5,1135539,1589
5,642907,959
5,495522,640
5,3163147,4139
5,676961,955
5,458409,641
5,493748,638
5,239743,322
5,485664,641
5,619793,957
5,1093079,1597
5,2148259,3190
5,934736,1273
5,233838,322
5,4186899,6044
5,663757,959
5,472566,641
5,471843,638
5,883651,1275
5,248752,322
5,878884,1280
5,433713,638
5,964598,1275
5,1113783,1594
5,224314,323
5,458984,640
5,2558965,3827
5,250168,322
5,1745779,2547
5,1054889,1591
5,897689,1276
5,476786,638
5,3105752,4143
5,673282,954
5,1837827,2543
5,937345,1270
5,676782,958
5,637824,954
5,223403,322
5,958293,1275
5,461201,640
5,649476,955
5,915193,1276
5,2054708,2865
5,1323631,1906
5,936807,1277
5,1578334,2222
5,460189,639
5,257064,322
5,614350,957
5,1076692,1596
5,255906,322
5,455532,638
5,419902,641
5,430348,640
5,857190,1278
5,478022,638
5,1011962,1596
5,447045,638
5,1235554,1915
5,978530,1273
5,502763,638
5,246956,322
5,1814069,2548
5,1050519,1596
5,901316,1276
5,3212965,4448
5,2069963,2866
5,469529,640
5,428576,640
5,1302350,1912
5,1865467,2550
5,1069556,1600
5,1671142,2229
5,2129600,3180
5,1626334,2233
5,1229349,1922
5,1829617,2541
5,489234,641
5,244392,322
5,244033,322
5,1059032,1589
5,903387,1270
5,924822,1276
5,1768448,2546
5,494712,638
5,1806066,2553
5,1154475,1589
5,668851,962
5,3100830,4139
5,479909,638
5,2340112,3511
5,3521338,4768
5,693396,954
5,1310388,1904
5,232318,323
5,233873,322
5,1969162,2859
5,1276912,1905
5,493062,638
5,964634,1278
5,1024308,1596
5,613624,957
5,2547050,3816
5,2170338,3177
5,3250156,4460
5,1722227,2548
5,486051,640
5,1042718,1600
5,1698789,2555
5,956896,1279
5,482071,643
5,1058725,1591
5,915287,1276
5,954372,1270
5,443260,638
5,1252527,1918
5,492441,639
5,930558,1271
5,892850,1275
5,243245,322
5,217949,322
5,1097630,1598
5,249843,322
5,644643,964
5,939004,1270
5,888004,1270
5,1670133,2225
5,513129,639
5,449507,638
5,431217,639
5,596266,955
5,627720,956
5,239147,322
5,890572,1275
5,667104,954
5,3215476,4456
5,1807996,2554
5,2265902,3501
5,616709,955
5,644362,957
5,1702951,2555
5,461096,642
5,213804,322
5,872176,1273
5,656672,954
5,1963661,2866
5,477593,638
5,2138234,3189
5,624239,960
5,663570,954
5,1278718,1908
5,631102,958
5,467432,640
5,446216,639
5,442412,638
5,1075785,1597
5,632331,957
5,229995,323
5,1180464,1917
5,619488,958
5,641994,959
5,898918,1275
5,486197,638
5,241258,322
5,422352,638
5,868219,1280
5,1776648,2549
5,654943,956
5,643905,959
5,245178,322
5,1103370,1593
5,629017,958
5,2113899,2865
5,253043,322
5,244881,322
5,239035,322
5,866077,1279
5,1557033,2223
5,963006,1270
5,241918,322
5,485520,638
5,478531,640
5,449736,638
5,1280337,1910
5,867866,1270
5,3644163,5088
5,1301559,1913
5,663997,958
5,631084,958
5,601703,960
5,228475,322
5,1083378,1589
5,2222781,3188
5,2114474,3180
5,618538,959
5,660514,956
5,1711186,2546
5,482735,639
5,3479935,4766
5,242672,322
5,454605,640
5,4069258,5720
5,1230171,1919
